RNA.1	RNA.2	RNA.3	RNA.4	RNA.8	RNA.11	RNA.12	RNA.15	RNA.16	RNA.17	RNA.19	RNA.20
Mipepos	0	0	0	0	0	0	0	0	0	0	0	0
Mipep	0.228571428571429	0.333333333333333	0	0	0	0	0	0	0	0	0.1	1
Tnfrsf19	0	0	0	0	0	0	0	0	0	0	0	0
AC124555.1	0	0	0	0	0	0	0	0	0	0	0	0
Sacs	0.542857142857143	0	0	1	0	0	0	0	1	0	0.2	1
Sgcg	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	0	0	0	0	0	0	0
Arl11	0	0	0	0	0	0	0	0	0	0	0	0
Ebpl	0.571428571428572	0.333333333333333	0.5	1	0	0	0	0	0	0.5	0.1	1
Kpna3	0.371428571428571	0.333333333333333	0	0	0.5	0	1	0	1	0	0.6	1
4930556J02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Spryd7	0.142857142857143	0	0	0	0	0	0	0	0	0.5	0	0
Trim13	0	0	0	0	0	0	0	0	0	0	0	0
Kcnrg	0	0	0	0	0	0	0	0	0	0	0	0
Gm27010	0	0	0	0	0	0	0	0	0	0	0	0
Gm26916	0	0	0	0	0	0	0	0	0	0	0	0
Gm27017	0	0	0	0	0	0	0	0	0	0	0	0
Gm35419	0	0	0	0	0	0	0	0	0	0	0	0
Gm26969	0	0	0	0	0	0	0	0	0	0	0	0
Dleu7	0	0	0	0	0	0	0	0	0	0	0	0
Rnaseh2b	0.142857142857143	0	0	0	0	0	0	0.5	0	0	0.5	0
Gucy1b2	0	0	0	0	0	0	0	0	0	0	0	0
Gm4131	0	0	0	0	0	0	0	0	0	0	0	0
Fam124a	0.0571428571428571	0	0	0	0	0	0	0	0	0	0.1	0
Serpine3	0	0	0	0	0	0	0	0	0	0	0	0
Ints6	0.314285714285714	0	1.5	0	0	0	0	0.5	0	0	0	1
4931440J10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm26536	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy2	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Defb48	0	0	0	0	0	0	0	0	0	0	0	0
Defb47	0	0	0	0	0	0	0	0	0	0	0	0
Defb43	0	0	0	0	0	0	0	0	0	0	0	0
Defb30	0	0	0	0	0	0	0	0	0	0	0	0
Defb42	0	0	0	0	0	0	0	0	0	0	0	0
Ctsb	0.971428571428572	0.333333333333333	0.5	1	2	0	2	0.5	0	1.5	0.5	2
Fdft1	0.0571428571428571	0	0.5	1	0	0	0	0	0	0	0	0
Neil2	0	0	0	0	0	0	0	0	0	0	0	0
Gata4	0.314285714285714	0.333333333333333	0.5	1	0	0	0	0.5	0	0	0.3	2
Gm49390	0	0	0	0	0	0	0	0	0	0	0	0
Gm5463	0	0	0	0	0	0	0	0	0	0	0	0
Blk	0	0	0	0	0	0	0	0	0	0	0	0
Fam167a	0	0	0	0	0	0	0	0	0	0	0	1
Tdh	0	0	0	0	0	0	0	0	0	0	0	0
Gm17232	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr9	0.0857142857142857	0	0	0	0	0	0	0	0	1	0.1	1
Gm15918	0	0	0	0	0	0	0	0	0	0	0	0
Xkr6	0.0285714285714286	0.666666666666667	0	0	0	0	0	0	0	0	0	0
Pinx1	0.0285714285714286	0	0	1	0	0	1	0	0	0	0.2	0
Sox7	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
4930578I06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rp1l1	0	0	0	0	0	0	0	0	0	0	0	0
Prss55	0	0	0	0	0	0	0	0	0	0	0	0
Prss51	0	0	0	0	0	0	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
Prss52	0	0	0	0	0	0	0	0	0	0	0	0
Gm17116	0	0	0	0	0	0	0	0	0	0	0	0
9630015K15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Msra	0.228571428571429	0	0	0	0.5	1	0	0	0	0.5	0	1
Gm47202	0	0	0	0	0	0	0	0	0	0	0	0
Mir124a-1hg	0	0	0	0	0	0	0	0	0	0	0	0
Kif13b	0.2	0	0	0	0	0	0	0	0	0.5	0.2	1
Hmbox1	0.2	0	0	2	0	1	0	0	0	1	0.2	1
Ints9	0.0571428571428571	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Extl3	0.0285714285714286	0.333333333333333	0	1	0	0	1	0	0	0	0	0
Gm30008	0	0	0	0	0	0	0	0	0	0	0	0
Gm41177	0	0	0	0	0	0	0	0	0	0	0	0
Fzd3	0.0857142857142857	0	0	1	0	0	0	0	0	0.5	0.3	0
Fbxo16	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm48433	0	0	0	0	0	0	0	0	0	0	0	0
Gm48449	0	0	0	0	0	0	0	0	0	0	0	0
Zfp395	0.0571428571428571	0	0	0	0	0	0	0.5	0	0	0.1	1
Pnoc	0	0	0	0	0	0	0	0	0	0	0	0
Elp3	0.285714285714286	0.333333333333333	0	1	0.5	0	0	0	0	0	0.3	0
Nuggc	0	0	0	0	0	0	0	0	0	0	0	0
Scara5	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Pbk	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Esco2	0.171428571428571	0	0	0	0	0	0	0	0	0	0	0
Ccdc25	0.4	0	0	0	0.5	3	0	0	0	1	0.1	1
Scara3	0.0285714285714286	0	0	0	0	0	0	0	0	0	0.1	0
Clu	0.171428571428571	0	0	0	0	0	1	0	0	0	0.2	0
Gulo	0	0	0	0	0	0	0	0	0	0	0	0
Adam2	0	0	0	0	0	0	0	0	0	0	0	0
Ephx2	0.0285714285714286	0	0	0	0	0	1	0	0	0	0	0
Chrna2	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2b	0	0	0	0	0	0	0	0	0	0.5	0	1
Trim35	0.942857142857143	1.33333333333333	1	1	1	0	0	0.5	2	1	0.3	1
Gm41183	0	0	0	0	0	0	0	0	0	0	0	0
Stmn4	0	0	0	0	0	0	0	0	0	0	0	0
Adra1a	0.0285714285714286	0	0	0	0	0	0	0	0	0	0.1	0
Gm10032	0	0	0	0	0	0	0	0	0	0	0	0
Dpysl2	0.314285714285714	0	0.5	1	0.5	0	0	1	0	0	0.4	0
Gm5464	0	0	0	0	0	0	0	0	0	0	0	0
Pnma2	0	0	0	0	0	0	0	0	0	0	0	0
Bnip3l	1.11428571428571	0.333333333333333	1.5	0	1	1	1	0.5	0	0.5	1.1	2
Ppp2r2a	1.57142857142857	0.666666666666667	2.5	2	1.5	1	1	2.5	1	2.5	1.1	2
AC166061.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm20675	0	0	0	0	0	0	0	0	0	0	0	0
Ebf2	0.514285714285714	0.333333333333333	1	0	0.5	0	1	0.5	1	0.5	0.6	1
Gm6878	0	0	0	0	0	0	0	0	0	0	0	0
4930438E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm10860	0	0	0	0	0	0	0	0	0	0	0	0
Gm38409	0	0	0	0	0	0	0	0	0	0	0	0
Cdca2	0	0	0	0	0	0	0	0	0	0	0	0
Kctd9	0.0571428571428571	0.666666666666667	0	0	0	0	0	0	0	0	0	0
Gnrh1	0	0	0	0	0	0	0	0	0	0	0	0
Dock5	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm31107	0	0	0	0	0	0	0	0	0	0	0	0
Nefm	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Nefl	0	0	0	0	0	0	0	0	0	0	0	0
Gm47212	0	0	0	0	0	0	0	0	0	0	0	0
Gm31227	0	0	0	0	0	0	0	0	0	0	0	0
Adam7	0	0	0	0	0	0	0	0	0	0	0	0
Adamdec1	0	0	0	0	0	0	0	0	0	0	0	0
Adam28	0	0	0	0	0	0	0	0	0	0	0	0
Gm41192	0	0	0	0	0	0	0	0	0	0	0	0
Stc1	0.171428571428571	0	0	0	0	0	1	0	0	0	0.3	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-6	0	0	0	0	0	0	0	0	0	0	0	0
Nkx3-1	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a37	0.114285714285714	0	0	0	0	0	0	0	0	0	0	1
Gm27222	0	0	0	0	0	0	0	0	0	0	0	0
Gm27223	0	0	0	0	0	0	0	0	0	0	0	0
Synb	0	0	0	0	0	0	0	0	0	0	0	0
Gm16677	0	0	0	0	0	0	0	0	0	0	0	0
Entpd4	0	0	0	0	0	0	0	0	0	0	0	0
Gm27221	0	0	0	0	0	0	0	0	0	0	0	0
Gm16867	0	0	0	0	0	0	0	0	0	0	0	0
Gm27175	0	0	0	0	0	0	0	0	0	0	0	0
Gm27179	0	0	0	0	0	0	0	0	0	0	0	0
Gm27174	0	0	0	0	0	0	0	0	0	0	0	0
Entpd4b	0	0	0	0	0	0	0	0	0	0	0	0
Gm27176	0	0	0	0	0	0	0	0	0	0	0	0
Gm27177	0	0	0	0	0	0	0	0	0	0	0	0
Loxl2	1.2	1.33333333333333	1	0	0.5	4	1	0.5	0	0.5	1.5	2
R3hcc1	0.257142857142857	0	0.5	0	0	1	0	0.5	0	1	0.2	0
Chmp7	0.171428571428571	0	0	0	0.5	1	0	0.5	0	0.5	0.1	0
4930480K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf10b	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Rhobtb2	0	0	0	0	0	0	0	0	0	0	0	0
Pebp4	0	0	0	0	0	0	0	0	0	0	0	0
Gm33524	0	0	0	0	0	0	0	0	0	0	0	0
Egr3	0	0	0	0	0	0	0	0	0	0	0	0
Bin3	0.0857142857142857	0	0	0	0	0	0	0	1	0	0	0
Ccar2	0.0857142857142857	0	0	0	0	0	1	0	0	0	0.2	0
9930012K11Rik	0.0285714285714286	0	0	0	0	0	0	0	0	0	0.1	0
Pdlim2	0.514285714285714	1	0.5	0	0.5	0	0	0	3	0	0.2	1
Sorbs3	0.0571428571428571	0	0	0	0	1	0	0	0	0	0.2	0
AC151836.1	0	0	0	0	0	0	0	0	0	0	0	0
Ppp3cc	0.0571428571428571	0	0	1	0	1	0	0	1	0	0	0
Slc39a14	0.0285714285714286	0	0	0	0	0	0	0	1	0	0	0
Piwil2	0	0	0	0	0	0	0	0	0	0	0	0
Polr3d	0.228571428571429	0.333333333333333	0	0	0.5	0	0	0	0	0	0	1
Phyhip	0	0	0	0	0	0	0	0	0	0	0	0
Bmp1	0.171428571428571	1.66666666666667	0	0	0.5	1	0	0.5	2	2	0.2	1
Sftpc	0	0	0	0	0	0	0	0	0	0	0	0
Lgi3	0	0	0	0	0	0	0	0	0	0	0	0
Reep4	0	0.666666666666667	0	0	0	0	0	0	0	0	0.1	0
Hr	0	0	0	0	0	0	0	0	0	0	0	0
Nudt18	0.0285714285714286	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Fam160b2	0.0571428571428571	0	0.5	0	0	0	0	0	0	0	0	0
Dmtn	0	0	0	0	0	0	0	0.5	0	0	0	0
Fgf17	0	0	0	0	0	0	0	0	0	0	0	0
Npm2	0	0	0	0	0	0	0	0	0	0	0	0
Xpo7	0.2	0	0	0	0	0	1	0	0	0.5	0.2	1
Dok2	0	0	0	0	0	0	0	0	0	0.5	0	0
2410012E07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gfra2	0	0	0	0	0	0	0	0	0	0	0	0
Gm49289	0	0	0	0	0	0	0	0	0	0	0	0
Gm4251	0	0	0	0	0	0	0	0	0	0	0	0
4930429C20Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm9195	0	0	0	0	0	0	0	0	0	0	0	0
Fndc3a	0.314285714285714	0.333333333333333	0	0	0	0	0	0.5	0	0.5	0.1	0
Gm16549	0	0	0	0	0	0	0	0	0	0	0	0
Gm49293	0	0	0	0	0	0	0	0	0	0	0	0
Gm41206	0	0	0	0	0	0	0	0	0	0	0	0
Cysltr2	0	0	0	0	0	0	0	0	0	0	0	0
Rcbtb2	0.228571428571429	0.333333333333333	0	0	0	0	1	0	0	0	0.2	0
Gm17233	0	0	0	0	0	0	0	0	0	0	0	0
Rb1	0.171428571428571	0	0	0	0.5	0	0	0	0	0	0.1	1
Lpar6	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Itm2b	6.17142857142857	3.33333333333333	2.5	5	5.5	3	5	1	8	9	4.9	5
Med4	0.514285714285714	0.333333333333333	0	1	0.5	0	0	0.5	1	0.5	0.3	4
Nudt15	0	0	0	0	0	0	0	0	0	0	0	0
Sucla2	0.971428571428572	0.666666666666667	0.5	0	1	1	1	0	1	1	0.5	0
Gm21750	0	0	0	0	0	0	0	0	0	0	0	0
Gm49165	0	0	0	0	0	0	0	0	0	0	0	0
Gm49164	0	0	0	0	0	0	0	0	0	0	0	0
Gm49171	0	0	0	0	0	0	0	0	0	0	0	0
4933402J15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm49175	0	0	0	0	0	0	0	0	0	0	0	0
Htr2a	0.0285714285714286	0	0.5	0	0	0	0	0	0	0	0	0
Esd	1.77142857142857	1	1.5	0	1	1	2	0.5	2	2.5	1.7	4
Lrch1	0.228571428571429	0.333333333333333	0.5	0	0	0	0	0.5	0	0.5	0	0
Gm10847	0	0	0	0	0	0	0	0	0	0	0	0
Gm4278	0	0	0	0	0	0	0	0	0	0	0	0
Rubcnl	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc63	0	0	0	0	0	0	0	0	0	0	0	0
Lcp1	0	0	0	0	0	0	0	0	0	0	0	0
Gm15628	0	0	0	0	0	0	0	0	0	0	0	0
Gm15629	0	0	0	0	0	0	0	0	0	0	0	0
Cpb2	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h13	0.857142857142857	0	1	0	2	2	0	0.5	1	0.5	0.4	2
Gm49200	0	0	0	0	0	0	0	0	0	0	0	0
Siah3	0	0	0	0	0	0	0	0	0	0	0	0
Spert	0	0	0	0	0	0	0	0	0	0	0	0
Erich6b	0	0	0	0	0	0	0	0	0	0	0	0
Cog3	0.0285714285714286	0	0	0	0	0	0	0.5	0	0	0.2	0
Slc25a30	0.228571428571429	0	0	1	0	0	1	0	0	0	0	1
Gm4285	0	0	0	0	0	0	0	0	0	0	0	0
Tpt1	51.5428571428571	34.3333333333333	26	43	50	82	54	33	45	41.5	46	97
Gtf2f2	0.142857142857143	0.333333333333333	0	0	0	1	1	0	0	0	0.2	0
Kctd4	0	0	0	0	0	0	0	0	0	0	0	0
Gpalpp1	0.171428571428571	0	0	0	0	0	0	0.5	1	0	0	0
Nufip1	0.0285714285714286	0.333333333333333	0	0	1	0	0	0	0	0	0.3	0
2900040C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tsc22d1	3.85714285714286	2.66666666666667	5	1	1.5	2	3	2.5	2	2	2	6
4930444M15Rik	0	0	0	0	0	0	0	0	0	0	0	0
E130202H07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Serp2	0	0	0	0	0	0	0	0	1	0	0.1	0
4930431P22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm30246	0	0	0	0	0	0	0	0	0	0	0	0
Gm48968	0	0	0	0	0	0	0	0	0	0	0	0
Gm48969	0	0	0	0	0	0	0	0	0	0	0	0
Lacc1	0.0571428571428571	0	0	0	0	0	0	0	0	0	0.2	0
Ccdc122	0	0	0	0	0	0	0	0	0	0	0	0
Enox1	0.114285714285714	0.333333333333333	0	0	0	0	0	0	0	0	0.1	0
Gm49002	0	0	0	0	0	0	0	0	0	0	0	0
Gm6994	0	0	0	0	0	0	0	0	0	0	0	0
Gm49003	0	0	0	0	0	0	0	0	0	0	0	0
Gm30467	0	0	0	0	0	0	0	0	0	0	0	0
Gm1587	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc15	0.685714285714286	1	0	0	0	0	0	0.5	2	0	0.4	1
Epsti1	0	0	0	0	0	0	0	0	0	0	0	0
Gm48954	0	0	0	0	0	0	0	0	0	0	0	0
Gm19301	0	0	0	0	0	0	0	0	0	0	0	0
Fam216b	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf11	0	0	0	0	0	0	0	0	0	0	0	0
Akap11	0.342857142857143	0	0	0	1	0	0	1.5	0	0	0.9	1
Dgkh	0.514285714285714	0	1.5	0	0	1	3	0.5	1	1	0.6	0
Vwa8	0.0571428571428571	0	0	0	0.5	0	0	0.5	0	0	0.1	0
Gm49016	0	0	0	0	0	0	0	0	0	0	0	0
Gm49015	0	0	0	0	0	0	0	0	0	0	0	0
Gm4632	0	0	0	0	0	0	0	0	0	0	0	0
Zfp957	0	0	0	0	0	0	0	0	0	0	0	0
Rgcc	0	0	0	0	0	0	0	0	0	0	0	0
Naa16	0.2	0	0	0	0	1	0	0	0	0	0	0
Mtrf1	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Kbtbd7	0.0285714285714286	0	0	1	0	0	0	0	0	0	0.2	0
Kbtbd6	0	0	0	0	0	0	0	0	0	0	0	0
Wbp4	0.514285714285714	0	1	1	2	1	0	0.5	1	1.5	0.5	3
Elf1	0.2	0.333333333333333	0.5	1	0	1	0	0.5	0	1.5	0	0
Sugt1	1.28571428571429	0	0.5	0	0.5	1	2	0	0	0	1.1	1
Cnmd	0	0	0	0	0	0	0	0	0	0	0	0
Gm49042	0	0	0	0	0	0	0	0	0	0	0	0
4930452G13Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh8	0	0	0	0	0	0	0	0	0	0	0	0
Gm9748	0	0	0	0	0	0	0	0	0	0	0	0
Gm6999	0	0	0	0	0	0	0	0	0	0	0	0
Gm10845	0	0	0	0	0	0	0	0	0	0	0	0
AC121960.1	0	0	0	0	0	0	0	0	0	0	0	0
AC121960.2	0	0	0	0	0	0	0	0	0	0	0	0
Olfm4	0	0	0	0	0	0	0	0	0	0	0	0
Gm49046	0	0	0	0	0	0	0	0	0	0	0	0
Gm41219	0	0	0	0	0	0	0	0	0	0	0	0
Gm49048	0	0	0	0	0	0	0	0	0	0	0	0
Gm49054	0	0	0	0	0	0	0	0	0	0	0	0
Gm32455	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh17	0.171428571428571	0	0	0	0	0	0	0	0	0	0	1
9630013A20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm32729	0	0	0	0	0	0	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm32913	0	0	0	0	0	0	0	0	0	0	0	0
Diaph3	0.142857142857143	0	0.5	0	0.5	0	0	0	0	0	0.1	0
Tdrd3	0.314285714285714	0.333333333333333	0	0	0	0	0	0	0	0.5	0.1	0
Gm33203	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh20	0	0	0	0	0	0	0	0	0	0	0	0
Gm41225	0	0	0	0	0	0	0	0	0	0	0	0
Gm48941	0	0	0	0	0	0	0	0	0	0	0	0
4930474H20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm33246	0	0	0	0	0	0	0	0	0	0	0	0
Gm48942	0	0	0	0	0	0	0	0	0	0	0	0
4930433E05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh9	0.371428571428571	0	1	0	0	0	1	0	0	0	0.4	0
Gm33450	0	0	0	0	0	0	0	0	0	0	0	0
4921530L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Klhl1	0	0	0	0	0	0	0	0	0	0	0	0
Gm49007	0	0	0	0	0	0	0	0	0	0	0	0
Gm33525	0	0	0	0	0	0	0	0	0	0	0	0
Dach1	0	0	0	0	0	0	0	0	0	0	0	0
Gm49018	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36a-ps1	0.228571428571429	0	0	0	0	0	0	0	0	0	0.1	0
Mzt1	0.2	0	0.5	0	0.5	0	0	0.5	0	0.5	0.1	0
Bora	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Dis3	0.228571428571429	0.333333333333333	0	0	0.5	2	1	0	0	0	0.2	0
Pibf1	0.171428571428571	0	0.5	0	0.5	1	0	0	0	0.5	0.2	0
Klf5	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm41230	0	0	0	0	0	0	0	0	0	0	0	0
Gm49225	0	0	0	0	0	0	0	0	0	0	0	0
Klf12	0.114285714285714	0	0	0	0	0	0	0.5	0	0	0.1	1
4930517O19Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm41231	0	0	0	0	0	0	0	0	0	0	0	0
6330576A10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm49237	0	0	0	0	0	0	0	0	0	0	0	0
Prr30	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d4	0.142857142857143	0.333333333333333	0	0	0	0	1	0	0	0.5	0.1	0
Commd6	0.4	0	0.5	0	0.5	1	1	0.5	1	1	0.3	2
Uchl3	0.485714285714286	0	0	0	0	2	0	0.5	0	0	0.1	2
Gm9922	0	0	0	0	0	0	0	0	0	0	0	0
Lmo7	0.314285714285714	0	0	0	0.5	2	0	0	0	0	0.1	0
Gm49292	0	0	0	0	0	0	0	0	0	0	0	0
Kctd12	0.0571428571428571	0	0	0	0	0	0	0	0	0	0.1	0
Gm26778	0	0	0	0	0	0	0	0	0	0	0	0
4933432I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC102815.1	0	0	0	0	0	0	0	0	0	0	0	0
Acod1	0	0	0	0	0	0	0	0	0	0	0	0
Cln5	0.171428571428571	0.333333333333333	0	0	0.5	0	1	0	0	0	0.3	0
Fbxl3	0.2	0	0	1	0	0	0	0	1	0	0.3	0
Mycbp2	0.971428571428572	0	2	5	1	2	0	0.5	1	0.5	1.1	0
AC114585.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm34907	0	0	0	0	0	0	0	0	0	0	0	0
Scel	0	0	0	0	0	0	0	0	0	0	0	0
Slain1	0	0	0	0	0	0	0	0	0	0	0	0
Slain1os	0	0	0	0	0	0	0	0	0	0	0	0
Ednrb	0	0	0	0	0	0	0	0	0	0	0.1	0
4930432J09Rik	0	0	0	0	0	0	0	0	0	0	0	0
D130079A08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pou4f1	0	0	0	0	0	0	0	0	0	0	0	0
Rnf219	0.2	0.333333333333333	0	0	0	0	0	0	0	0	0.1	0
D130009I18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rbm26	0.8	0.333333333333333	2.5	0	2	4	1	0.5	1	1.5	0.8	0
Ndfip2	0.771428571428572	1	0	2	1	1	1	0	3	0.5	0.6	0
5430440P10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm35909	0	0	0	0	0	0	0	0	0	0	0	0
Gm10076	1.28571428571429	0.333333333333333	0.5	0	1	3	3	0	0	0	0.7	1
Gm48970	0	0	0	0	0	0	0	0	0	0	0	0
Spry2	0	0.333333333333333	0	0	0.5	0	0	0	0	0	0.2	0
Trim52	0	0	0	0	0	0	0	0	0	0	0	0
Gm48972	0	0	0	0	0	0	0	0	0	0	0	0
Gm36107	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm48977	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk1	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk6	0.2	0	0	1	0	2	0	0	0	0	0.9	4
Gm48992	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk5	0	0	0	0	0	0	0	0	0	0	0	0
Tpm3-rs7	0.742857142857143	0.666666666666667	0.5	0	2	1	0	1	0	0	1	0
4930524C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm49010	0	0	0	0	0	0	0	0	0	0	0	0
1700100I10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm31072	0	0	0	0	0	0	0	0	0	0	0	0
Mir17hg	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Gpc5	0	0	0	0	0	0	0	0	0	0	0	0
Gpc6	4.42857142857143	3.66666666666667	2.5	7	9.5	4	1	0	2	0.5	1.9	1
Dct	0	0	0	0	0	0	0	0	0	0	0	0
4930435M08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm26773	0	0	0	0	0	0	0	0	0	0	0	0
Tgds	0.114285714285714	0	0	0	0	0	0	0	0	0	0.2	1
Gpr180	0.314285714285714	0	0.5	0	0.5	0	0	0	0	0.5	0.2	1
4933431J24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sox21	0	0	0	0	0	0	0	0	0	0	0	0
Gm4675	0	0	0	0	0	0	0	0	0	0	0	0
Gm9376	0	0	0	0	0	0	0	0	0	0	0	0
Gm32093	0	0	0	0	0	0	0	0	0	0	0	0
Gm26791	0	0	0	0	0	0	0	0	0	0	0	0
1700044C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Abcc4	0	0	0	0	0	0	0	0	0	0	0	0
Gm27198	0	0	0	0	0	0	0	0	0	0	0	0
Cldn10	0	0	0	0	0	0	0	0	0	0	0	0
Dzip1	0.114285714285714	0	0	0	0	0	0	0	0	1	0.2	0
Gm49179	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc3	0.885714285714286	1	1	0	2.5	0	1	0.5	0	0.5	0.7	3
AC154760.1	0	0	0	0	0	0	0	0	0	0	0	0
Uggt2	0.0571428571428571	0.333333333333333	0	0	0	1	0	0	0	0	0.2	0
Hs6st3	0	0	0	0	0	0	0	0	0	0	0	0
Oxgr1	0	0	0	0	0	0	0	0	0	0	0	0
Gm4681	0	0	0	0	0	0	0	0	0	0	0	0
Gm48997	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl2	1.31428571428571	1	1.5	2	2.5	3	4	2	0	1	1.3	0
Gm26679	0	0	0	0	0	0	0	0	0	0	0	0
Rap2a	0.914285714285714	0.666666666666667	0	0	0.5	1	2	1.5	1	1.5	1.3	0
Gm49008	0	0	0	0	0	0	0	0	0	0	0	0
Gm17613	0	0	0	0	0	0	0	0	0	0	0	0
Gm41253	0	0	0	0	0	0	0	0	0	0	0	0
Ipo5	0.542857142857143	0	0	0	0	2	0	0	0	1	0.3	1
Farp1	0.428571428571429	0.333333333333333	0.5	1	0.5	1	0	0	1	0.5	0.7	1
Stk24	0.942857142857143	0.666666666666667	1.5	1	0.5	3	0	0	0	2	0.2	0
Gm33299	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a1	0	0	0	0	0	0	0	0	0	0	0	0
Gm49035	0	0	0	0	0	0	0	0	0	0	0	0
Dock9	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
1810041H14Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ubac2	0.257142857142857	0	0	0	0.5	2	0	0	0	0	0.4	0
Gpr18	0	0	0	0	0	0	0	0	0	0	0	0
Gpr183	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Timm8a2	0	0	0	0	0	0	0	0	0	0	0	0
Gm49236	0	0	0	0	0	0	0	0	0	0	0	0
A330035P11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tm9sf2	0.657142857142857	0.333333333333333	1	1	1.5	0	0	0.5	0	3	0.3	1
Clybl	0.228571428571429	0	0	0	0	0	1	0	0	0.5	0.2	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0	0	0
AC154683.1	0	0	0	0	0	0	0	0	0	0	0	0
Gm5089	0	0	0	0	0	0	0	0	0	0	0	0
Zic5	0	0	0	0	0	0	0	0	0	0	0	0
Zic2	0	0	0	0	0	0	0	0	0	0	0	0
Gm10837	0	0	0	0	0	0	0	0	0	0	0	0
Pcca	0.2	0	0	0	0	0	0	0	0	0	0	0
Ggact	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
